Id,Neighborhood,OverallQual,OverallCond,YearBuilt,House age,Vintage in Portafolio,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MiscVal,MoSold,SaleType,Market Price,Stat,LotArea
508,Somerst,6,5,2015,5,1,2,0,2,1,Gd,4,Typ,Fin,2,676,TA,TA,Y,0,102,0,0,0,0,9,New,208300,In portafolio,7862
509,OldTown,7,9,2004,16,2,2,0,3,1,Gd,7,Typ,Unf,2,360,TA,TA,N,0,0,116,0,0,0,10,WD,161000,In portafolio,9600
510,NAmes,5,6,1995,25,3,1,0,3,1,TA,6,Typ,RFn,1,270,TA,TA,Y,224,88,0,0,0,0,7,WD,124500,In portafolio,9600
511,NAmes,5,7,1998,22,3,1,0,2,1,TA,6,Min1,Unf,1,288,TA,TA,Y,324,42,0,0,168,2000,6,WD,164900,Sold,14559
512,NridgHt,7,5,1997,23,5,2,0,2,1,Gd,6,Typ,RFn,2,474,TA,TA,Y,132,35,0,0,0,0,3,New,202665,Sold,6792
513,NAmes,5,5,1989,31,5,1,0,3,1,TA,5,Typ,Unf,2,624,TA,TA,Y,0,0,0,0,0,0,7,WD,129900,In portafolio,9100
514,Mitchel,6,5,1993,27,1,1,1,3,1,TA,5,Typ,Unf,2,484,TA,TA,Y,120,0,158,0,0,0,6,WD,134000,In portafolio,9187
515,Crawfor,5,5,2017,3,5,1,0,2,1,TA,5,Typ,Unf,1,200,Po,Po,Y,0,0,112,0,0,0,6,WD,96500,Sold,10594
516,NridgHt,10,5,2017,3,1,2,1,3,1,Ex,9,Typ,Fin,3,900,TA,TA,Y,156,54,0,0,0,0,9,New,402861,Sold,12220
517,NWAmes,6,6,2009,11,5,2,1,3,1,TA,7,Typ,RFn,2,583,TA,TA,Y,0,104,0,0,0,0,8,COD,158000,In portafolio,10448
518,NoRidge,7,5,2017,3,4,2,1,3,1,Gd,7,Typ,RFn,3,889,TA,TA,Y,220,0,0,0,0,0,7,WD,265000,Sold,10208
519,CollgCr,6,5,1999,21,1,2,1,3,1,TA,7,Typ,RFn,2,546,TA,TA,Y,0,36,0,0,0,0,5,WD,211000,Sold,9531
520,Crawfor,7,9,1997,23,3,1,1,3,1,Gd,9,Typ,Unf,1,282,TA,TA,Y,0,0,0,0,145,0,6,WD,234000,In portafolio,10918
521,OldTown,4,7,2005,15,1,2,0,3,2,TA,7,Typ,NA,0,0,NA,NA,N,220,114,210,0,0,0,8,WD,106250,In portafolio,10800
522,NAmes,6,6,1991,29,1,1,1,3,1,TA,6,Typ,Unf,1,336,TA,TA,Y,0,40,0,0,0,0,5,WD,150000,In portafolio,11988
523,BrkSide,6,7,2005,15,4,2,0,3,1,TA,7,Typ,Unf,2,420,TA,TA,Y,0,24,36,0,0,0,10,WD,159000,Sold,5000
524,Edwards,10,5,2002,18,2,3,1,3,1,Ex,11,Typ,Fin,3,884,TA,TA,Y,208,406,0,0,0,0,10,New,184750,In portafolio,40094
525,NoRidge,7,5,1983,37,1,2,1,3,1,Gd,8,Typ,Fin,3,834,TA,TA,Y,239,60,0,0,0,0,8,WD,315750,In portafolio,11787
526,Somerst,7,5,1986,34,1,2,0,3,1,Gd,6,Typ,Unf,2,453,TA,TA,Y,38,144,0,0,0,0,4,WD,176000,In portafolio,7500
527,NAmes,5,7,2001,19,4,1,0,2,1,TA,4,Typ,Unf,1,252,TA,TA,Y,261,0,156,0,0,0,6,WD,132000,In portafolio,13300
528,NridgHt,9,5,2001,19,4,2,1,3,1,Ex,11,Typ,Fin,3,858,TA,TA,Y,126,66,0,0,0,0,11,New,446261,In portafolio,14948
529,Edwards,4,7,2002,18,5,1,0,2,1,TA,5,Typ,NA,0,0,NA,NA,N,0,0,144,0,0,0,7,WD,86000,In portafolio,9098
530,Crawfor,6,3,1990,30,5,3,0,4,2,TA,9,Maj1,RFn,2,484,TA,TA,Y,0,0,200,0,0,0,3,WD,200624,Sold,32668
531,Timber,6,5,2011,9,2,2,0,3,1,Gd,5,Typ,RFn,2,600,TA,TA,Y,224,0,0,0,0,0,8,WD,175000,In portafolio,10200
532,BrkSide,6,8,1992,28,3,2,0,3,1,TA,6,Typ,Fin,2,502,TA,Fa,Y,0,0,84,0,0,0,6,WD,128000,Sold,6155
533,NAmes,5,7,1987,33,1,1,0,2,1,TA,5,Mod,Unf,1,392,TA,TA,Y,0,0,0,0,0,0,4,WD,107500,In portafolio,7200
534,BrkSide,1,3,1988,32,4,1,0,1,1,Fa,2,Typ,NA,0,0,NA,NA,N,0,0,0,0,0,0,1,WD,39300,In portafolio,5000
535,Gilbert,8,5,1991,29,5,2,1,3,1,Gd,6,Typ,Fin,2,403,TA,TA,Y,100,35,0,0,0,0,10,WD,178000,Sold,9056
536,Edwards,5,7,2011,9,4,1,0,3,1,TA,5,Typ,NA,0,0,NA,NA,N,85,0,148,0,0,0,1,WD,107500,In portafolio,7000
537,CollgCr,7,5,2006,14,1,2,1,3,1,Gd,8,Typ,Fin,2,527,TA,TA,Y,120,155,0,0,0,0,7,WD,188000,In portafolio,8924
538,NAmes,4,5,2015,5,2,1,0,3,1,TA,5,Typ,Unf,2,576,TA,TA,Y,216,0,0,0,0,0,4,COD,111250,In portafolio,12735
539,Sawyer,5,5,1995,25,1,1,1,3,1,TA,7,Typ,Unf,1,336,TA,TA,Y,466,0,0,0,0,0,7,WD,158000,In portafolio,11553
540,CollgCr,8,5,2014,6,3,2,0,3,1,Gd,6,Typ,RFn,2,670,TA,TA,Y,180,0,0,0,0,2000,5,WD,272000,In portafolio,11423
541,Timber,9,5,1985,35,1,2,0,2,1,Ex,8,Typ,Fin,3,765,TA,TA,Y,270,68,0,0,0,0,3,WD,315000,Sold,14601
542,NoRidge,8,5,2005,15,1,2,1,4,1,Gd,8,Typ,Fin,3,648,TA,TA,Y,0,56,0,0,0,0,6,WD,248000,Sold,11000
543,NWAmes,7,5,2001,19,3,2,0,3,1,Gd,7,Maj1,Fin,2,583,TA,TA,Y,78,73,0,0,0,0,6,WD,213250,In portafolio,10140
544,NAmes,7,5,2006,14,2,1,0,1,1,TA,4,Typ,Fin,1,367,TA,TA,Y,120,40,0,0,0,0,6,WD,133000,Sold,4058
545,Gilbert,7,5,1984,36,2,2,1,3,1,Gd,7,Typ,RFn,2,426,TA,TA,Y,100,24,0,0,0,0,9,New,179665,In portafolio,17104
546,NWAmes,7,5,1986,34,4,2,1,4,1,Gd,9,Typ,Unf,3,786,TA,TA,Y,0,0,0,0,0,0,2,WD,229000,Sold,13837
547,BrkSide,6,7,2020,0,4,1,1,3,1,TA,6,Typ,Unf,2,440,TA,TA,Y,0,38,0,144,0,0,5,WD,210000,In portafolio,8737
548,Mitchel,5,7,1989,31,4,1,0,2,1,TA,5,Typ,Unf,2,624,TA,TA,Y,104,0,0,0,0,0,4,WD,129500,Sold,7244
549,OldTown,5,7,1989,31,3,1,0,2,1,TA,4,Typ,RFn,2,720,TA,TA,Y,140,50,0,0,0,0,6,WD,125000,In portafolio,8235
550,Somerst,7,5,2000,20,5,2,1,4,1,Gd,8,Typ,Fin,2,615,TA,TA,Y,182,182,0,0,0,0,11,WD,263000,In portafolio,9375
551,NPkVill,6,6,2019,1,1,2,0,2,1,TA,4,Typ,RFn,2,440,TA,TA,Y,0,55,0,0,200,0,10,COD,140000,Sold,4043
552,OldTown,5,6,1985,35,5,1,0,3,1,TA,5,Typ,Fin,1,288,TA,TA,Y,0,0,0,0,0,0,6,WD,112500,Sold,6000
553,NridgHt,8,5,1984,36,4,2,0,3,1,Gd,7,Typ,RFn,3,908,TA,TA,Y,169,39,0,0,0,0,7,WD,255500,In portafolio,11146
554,Edwards,4,5,2006,14,5,2,0,2,1,Gd,5,Typ,Fin,2,520,TA,TA,N,0,96,0,0,0,0,5,WD,108000,In portafolio,8777
555,NridgHt,7,5,2008,12,4,2,1,3,1,Gd,8,Typ,RFn,3,871,TA,TA,Y,320,62,0,0,0,0,8,WD,284000,In portafolio,10625
556,BrkSide,5,6,2004,16,5,1,0,2,1,TA,5,Typ,Unf,1,280,TA,TA,Y,0,0,116,0,0,0,8,WD,113000,In portafolio,6380
557,NAmes,5,5,2011,9,3,1,0,2,1,TA,6,Typ,Fin,1,299,TA,TA,Y,268,0,0,0,122,0,5,WD,141000,In portafolio,14850
558,IDOTRR,4,6,2011,9,4,1,1,3,1,TA,7,Typ,Unf,1,570,TA,TA,Y,0,47,120,0,0,0,9,COD,108000,Sold,11040
559,Gilbert,7,5,2008,12,5,2,1,3,1,TA,6,Typ,Unf,2,406,TA,TA,Y,264,22,0,0,0,0,8,WD,175000,In portafolio,21872
560,Blmngtn,7,5,2006,14,1,2,0,2,1,Gd,7,Typ,Fin,2,420,TA,TA,Y,143,20,0,0,0,0,10,WD,234000,Sold,3196
561,Sawyer,5,6,1993,27,1,1,1,3,1,TA,5,Mod,Unf,2,528,TA,TA,Y,0,0,0,0,95,0,5,WD,121500,In portafolio,11341
562,Mitchel,5,5,2010,10,1,1,0,2,1,TA,6,Typ,RFn,2,418,TA,TA,Y,240,38,0,0,0,0,4,WD,170000,In portafolio,10010
563,Edwards,5,6,1980,40,5,1,0,3,1,TA,6,Typ,NA,0,0,NA,NA,Y,144,0,0,0,0,0,7,WD,108000,Sold,13907
564,Edwards,6,7,2005,15,1,2,0,4,1,TA,8,Typ,Fin,2,396,TA,TA,N,72,36,0,0,144,0,7,WD,185000,Sold,21780
565,NoRidge,7,5,1984,36,1,2,1,4,1,Gd,9,Typ,RFn,2,590,TA,TA,Y,0,40,0,0,0,0,7,WD,268000,In portafolio,13346
566,SWISU,6,4,1999,21,2,1,1,4,1,Fa,6,Typ,Unf,1,216,TA,TA,Y,0,66,136,0,0,0,5,WD,128000,In portafolio,6858
567,StoneBr,9,5,1981,39,4,2,1,4,1,Ex,11,Typ,Fin,3,656,TA,TA,Y,144,39,0,0,0,0,6,WD,325000,Sold,11198
568,NridgHt,7,5,1999,21,4,2,0,3,1,Gd,7,Typ,RFn,2,532,TA,TA,Y,0,0,0,0,0,0,3,WD,214000,Sold,10171
569,SawyerW,8,8,1981,39,2,1,1,1,1,Gd,5,Min2,Fin,2,612,Gd,TA,Y,349,40,0,0,0,0,9,WD,316600,Sold,12327
570,NAmes,5,5,1989,31,5,1,0,2,1,TA,4,Typ,Unf,2,600,TA,TA,Y,42,0,0,0,0,0,12,WD,135960,In portafolio,7032
571,NAmes,5,5,2009,11,4,2,0,6,2,TA,10,Typ,Unf,2,576,TA,TA,Y,0,0,0,0,0,0,11,WD,142600,Sold,13101
572,NAmes,6,6,2017,3,2,1,0,2,1,Gd,4,Typ,Unf,1,288,TA,TA,Y,168,0,0,0,0,0,10,WD,120000,Sold,7332
573,Timber,7,5,1996,24,1,2,1,3,1,Gd,6,Typ,RFn,2,650,TA,TA,Y,208,114,0,0,0,0,7,New,224500,In portafolio,13159
574,Gilbert,7,5,2013,7,2,2,1,3,1,TA,8,Typ,RFn,2,400,TA,TA,Y,100,0,0,0,0,0,12,WD,170000,In portafolio,9967
575,NAmes,5,7,1996,24,4,1,0,3,1,TA,5,Typ,Unf,1,288,TA,TA,Y,35,0,0,0,0,0,12,WD,139000,Sold,10500
576,NAmes,5,5,2015,5,2,1,0,2,1,TA,6,Typ,Unf,1,336,TA,TA,Y,158,0,102,0,0,0,10,COD,118500,In portafolio,8480
577,SWISU,7,7,2012,8,5,2,0,3,1,TA,6,Typ,Unf,1,216,TA,TA,Y,0,50,0,0,0,0,8,WD,145000,In portafolio,6292
578,Sawyer,5,6,1998,22,3,1,0,3,1,TA,6,Typ,RFn,2,564,TA,TA,Y,160,68,240,0,0,0,5,WD,164500,Sold,11777
579,Somerst,7,5,1992,28,5,2,0,2,1,Gd,5,Typ,Unf,2,540,TA,TA,Y,0,102,0,0,0,0,2,WD,146000,Sold,3604
580,OldTown,5,5,2018,2,5,2,0,4,1,TA,7,Typ,Unf,1,352,Fa,TA,Y,0,0,0,0,0,0,11,WD,131500,Sold,12150
581,NAmes,6,6,1988,32,4,1,0,3,1,Gd,7,Typ,Unf,2,572,TA,TA,Y,216,110,0,0,0,0,6,WD,181900,In portafolio,14585
582,NridgHt,8,5,2010,10,2,2,1,3,1,Ex,8,Typ,RFn,3,1390,TA,TA,Y,0,90,0,0,0,0,8,New,253293,Sold,12704
583,Edwards,6,5,2013,7,2,1,0,3,1,TA,5,Typ,NA,0,0,NA,NA,Y,0,32,0,0,0,0,5,WD,118500,Sold,11841
584,OldTown,10,9,1992,28,4,3,1,3,1,Gd,9,Typ,Unf,2,880,Gd,TA,Y,105,502,0,0,0,0,7,WD,325000,Sold,13500
585,BrkSide,4,7,1984,36,2,1,0,3,1,Gd,6,Typ,Unf,1,240,TA,TA,Y,0,0,54,0,120,0,7,WD,133000,In portafolio,6120
586,Timber,8,5,1986,34,1,2,0,2,1,Gd,7,Typ,RFn,3,880,TA,TA,Y,326,66,0,0,0,0,3,New,369900,In portafolio,11443
587,BrkSide,6,7,1984,36,1,1,0,2,1,Fa,5,Typ,Fin,1,275,TA,TA,N,0,0,112,0,0,0,5,WD,130000,Sold,10267
588,Sawyer,5,6,1994,26,2,1,0,2,1,TA,4,Typ,Unf,2,528,TA,TA,Y,0,0,0,0,0,0,7,WD,137000,Sold,8740
589,ClearCr,5,8,1997,23,5,1,0,1,1,Ex,5,Typ,Unf,1,452,TA,TA,Y,0,48,0,0,60,0,6,WD,143000,Sold,25095
590,BrkSide,5,6,1993,27,5,1,0,2,1,TA,4,Typ,Unf,1,308,TA,TA,P,0,0,0,0,0,600,8,WD,79500,In portafolio,9100
591,CollgCr,7,5,1988,32,2,2,1,3,1,Gd,6,Typ,RFn,2,520,TA,TA,Y,0,45,0,0,0,0,9,WD,185900,In portafolio,8320
592,NridgHt,10,5,2019,1,4,2,1,3,1,Ex,10,Typ,RFn,3,842,TA,TA,Y,382,274,0,0,0,0,6,ConLI,451950,Sold,13478
593,Mitchel,5,8,1983,37,5,1,0,2,1,TA,4,Typ,Fin,2,816,TA,TA,Y,0,0,0,0,0,0,6,WD,138000,Sold,6600
594,CollgCr,6,5,2017,3,2,1,0,1,1,Gd,4,Typ,Fin,2,420,TA,TA,Y,140,0,0,0,0,0,5,WD,140000,Sold,4435
595,CollgCr,5,6,1987,33,1,1,0,3,1,TA,5,Typ,Unf,1,280,TA,TA,Y,0,0,0,0,0,0,4,WD,110000,In portafolio,7990
596,StoneBr,8,5,1991,29,5,2,0,3,1,Gd,7,Typ,Fin,3,758,TA,TA,Y,180,75,0,0,120,0,8,New,319000,In portafolio,11302
597,OldTown,6,7,2000,20,3,1,0,3,1,TA,7,Typ,Unf,1,216,TA,Fa,N,0,158,0,0,0,0,10,WD,114504,In portafolio,3600
598,Blmngtn,7,5,1991,29,2,0,2,2,1,Gd,7,Typ,Fin,3,648,TA,TA,Y,120,16,0,0,0,0,2,New,194201,In portafolio,3922
599,Crawfor,5,6,1986,34,4,2,0,3,1,Gd,7,Typ,Fin,2,621,TA,TA,Y,0,0,0,0,0,0,3,WD,217500,Sold,12984
600,Blueste,6,6,1999,21,2,2,1,3,1,TA,6,Typ,Fin,2,452,TA,TA,Y,161,0,0,0,0,0,7,COD,151000,Sold,1950
601,NridgHt,8,5,1992,28,3,2,1,3,1,Ex,8,Typ,Fin,2,736,TA,TA,Y,179,60,0,0,0,0,6,WD,275000,In portafolio,10927
602,IDOTRR,6,6,2020,0,1,1,1,3,1,Gd,6,Typ,Unf,1,544,TA,TA,P,0,162,0,0,126,0,12,WD,141000,In portafolio,9000
603,SawyerW,8,5,2019,1,5,2,1,3,1,Gd,8,Typ,Fin,2,506,TA,TA,Y,120,150,0,0,0,0,2,WD,220000,Sold,10041
604,Somerst,7,5,1990,30,3,2,1,2,1,Gd,4,Typ,RFn,2,480,TA,TA,Y,0,172,0,0,0,0,6,WD,151000,Sold,3182
605,CollgCr,7,5,1995,25,1,2,0,3,1,Gd,6,Typ,RFn,2,530,TA,TA,Y,192,36,0,0,0,0,9,WD,221000,Sold,12803
606,NAmes,7,6,1988,32,5,2,1,3,1,TA,7,Typ,Unf,2,486,TA,TA,Y,0,42,0,0,189,0,10,WD,205000,Sold,13600
607,CollgCr,5,5,1997,23,1,1,0,3,1,Gd,6,Typ,Unf,2,576,TA,TA,Y,168,0,0,0,0,0,11,WD,152000,Sold,12464
608,Edwards,5,8,1986,34,4,3,0,3,1,Ex,8,Typ,Unf,1,230,TA,TA,Y,103,0,0,0,0,0,8,WD,225000,In portafolio,7800
609,Crawfor,8,6,2004,16,4,2,1,4,1,TA,10,Typ,Unf,2,380,TA,TA,Y,0,0,0,0,0,0,9,WD,359100,Sold,12168
610,Sawyer,4,5,1988,32,1,1,0,3,1,TA,5,Typ,Unf,1,261,TA,TA,Y,64,0,39,0,0,0,4,WD,118500,Sold,7943
611,CollgCr,9,5,1995,25,1,2,1,3,1,Ex,8,Typ,Fin,3,736,TA,TA,Y,253,142,0,0,0,0,5,WD,313000,In portafolio,11050
612,NWAmes,6,6,1984,36,2,2,0,3,1,TA,6,Typ,Unf,2,564,TA,TA,Y,0,0,0,0,0,500,7,WD,148000,In portafolio,10395
613,CollgCr,8,5,2011,9,1,2,1,3,1,Ex,7,Typ,RFn,2,531,TA,TA,Y,160,122,0,0,0,0,11,WD,261500,In portafolio,11885
614,Mitchel,5,5,1982,38,3,1,0,3,1,TA,6,Typ,NA,0,0,NA,NA,Y,0,30,0,0,0,0,12,New,147000,In portafolio,8402
615,MeadowV,4,6,1993,27,3,1,0,1,1,TA,3,Typ,NA,0,0,NA,NA,Y,96,24,0,0,0,0,5,WD,75500,Sold,1491
616,NAmes,6,7,2011,9,3,1,0,3,1,Gd,6,Typ,RFn,2,480,TA,TA,Y,120,0,0,0,0,0,5,WD,137500,In portafolio,8800
617,Gilbert,6,5,2008,12,2,2,1,3,1,Gd,7,Typ,Fin,2,393,TA,TA,Y,100,75,0,0,0,0,6,WD,183200,Sold,7861
618,NAmes,6,6,1991,29,3,1,0,2,1,Gd,4,Typ,Unf,2,528,TA,TA,Y,0,0,0,0,0,0,6,WD,105500,In portafolio,7227
619,NridgHt,9,5,1988,32,4,2,0,3,1,Gd,9,Typ,Unf,3,774,TA,TA,Y,0,108,0,0,260,0,7,New,314813,In portafolio,11694
620,Timber,8,5,1984,36,2,2,1,4,1,Gd,10,Typ,Fin,3,749,TA,TA,Y,168,0,0,0,0,0,8,WD,305000,Sold,12244
621,Edwards,3,3,1992,28,4,1,0,2,1,TA,5,Typ,NA,0,0,NA,NA,N,0,0,100,0,0,0,9,WD,67000,Sold,8248
622,NWAmes,6,7,2012,8,3,2,1,4,1,TA,9,Typ,RFn,2,624,TA,TA,Y,38,243,0,0,0,0,6,WD,240000,Sold,10800
623,Sawyer,5,6,2014,6,2,1,0,3,1,TA,6,Typ,Unf,2,484,TA,TA,Y,192,0,0,0,0,0,7,WD,135000,Sold,7064
624,Somerst,6,5,1983,37,1,2,1,2,1,Gd,4,Typ,Unf,2,440,TA,TA,Y,0,32,0,0,0,0,6,WD,168500,Sold,2117
625,NWAmes,6,5,1993,27,1,1,2,4,1,TA,8,Min2,RFn,2,484,TA,TA,Y,148,0,0,0,147,0,11,WD,165150,In portafolio,10400
626,NAmes,6,6,2018,2,4,1,1,3,1,TA,5,Typ,Unf,2,440,TA,TA,Y,0,0,0,0,385,0,2,WD,160000,Sold,10000
627,NAmes,5,5,1987,33,5,1,0,3,1,TA,6,Min1,RFn,1,286,TA,TA,Y,0,0,36,0,0,600,8,WD,139900,In portafolio,12342
628,NAmes,6,6,1981,39,1,1,0,3,1,TA,7,Typ,RFn,1,364,TA,TA,Y,0,0,189,0,0,0,3,WD,153000,Sold,9600
629,NAmes,5,5,2006,14,4,1,2,5,1,Fa,9,Typ,Unf,2,504,TA,TA,Y,335,0,0,0,0,0,9,WD,135000,In portafolio,11606
630,NAmes,6,5,1995,25,2,1,1,3,1,TA,6,Typ,RFn,2,520,TA,TA,Y,176,0,0,0,0,0,6,WD,168500,In portafolio,9020
631,OldTown,5,6,1990,30,2,1,0,3,1,Ex,8,Typ,Unf,1,240,Fa,Po,N,0,0,293,0,0,0,6,WD,124000,In portafolio,9000
632,NridgHt,8,5,2011,9,4,2,0,2,1,Gd,6,Typ,RFn,2,627,TA,TA,Y,156,73,0,0,0,0,8,WD,209500,In portafolio,4590
633,NWAmes,7,5,1985,35,2,2,0,3,1,TA,6,Typ,Fin,2,544,TA,TA,Y,192,0,0,0,0,0,4,WD,82500,Sold,11900
634,NAmes,5,7,1999,21,3,1,0,3,1,TA,6,Typ,Unf,1,260,TA,TA,Y,390,0,0,0,0,0,7,WD,139400,In portafolio,9250
635,OldTown,6,5,2018,2,5,0,0,0,2,TA,4,Typ,Unf,2,576,TA,TA,Y,264,56,0,0,0,600,6,WD,144000,Sold,6979
636,SWISU,6,7,2014,6,5,2,0,8,2,Fa,14,Typ,NA,0,0,NA,NA,N,0,110,0,0,0,0,3,WD,200000,In portafolio,10896
637,BrkSide,2,3,1982,38,3,1,0,1,1,Fa,4,Maj1,NA,0,0,NA,NA,N,0,0,0,0,0,0,1,ConLw,60000,Sold,6120
638,OldTown,5,4,1988,32,5,2,0,3,2,Gd,7,Typ,Unf,1,256,TA,TA,Y,0,0,0,0,0,0,11,WD,93000,Sold,6000
639,Edwards,5,7,1997,23,2,1,0,2,1,TA,4,Typ,NA,0,0,NA,NA,P,328,0,164,0,0,0,5,WD,85000,Sold,8777
640,Blmngtn,8,5,1984,36,3,2,0,1,1,Ex,7,Typ,Fin,3,648,TA,TA,Y,312,0,0,0,0,0,10,New,264561,In portafolio,3982
641,NridgHt,8,5,2010,10,1,1,1,1,1,Ex,6,Typ,RFn,2,588,TA,TA,Y,185,140,0,0,0,0,4,WD,274000,In portafolio,12677
642,Somerst,7,5,2001,19,4,2,1,3,1,Gd,7,Typ,Fin,2,650,TA,TA,Y,0,235,0,0,0,0,5,WD,226000,Sold,7050
643,NAmes,8,7,1991,29,5,2,1,4,1,Ex,9,Typ,Fin,2,538,TA,TA,Y,269,111,0,0,0,0,7,WD,345000,In portafolio,13860
644,NWAmes,5,5,1999,21,5,2,1,4,1,TA,7,Min1,Fin,2,462,TA,TA,Y,208,0,0,0,0,0,4,WD,152000,In portafolio,10793
645,Somerst,9,5,1984,36,3,2,1,2,1,Ex,7,Typ,Fin,3,478,TA,TA,Y,195,130,0,0,0,0,10,New,370878,Sold,9187
646,NAmes,6,5,2004,16,5,1,1,3,1,TA,5,Typ,Unf,2,576,TA,TA,Y,0,312,40,0,0,0,3,WD,143250,In portafolio,10530
647,NAmes,5,5,2018,2,4,1,0,3,1,TA,7,Min1,Unf,2,420,TA,TA,Y,0,27,0,0,0,0,7,WD,98300,Sold,7200
648,Edwards,6,5,1993,27,4,1,0,3,1,TA,5,Typ,RFn,2,495,TA,TA,Y,0,0,0,0,287,0,6,WD,155000,In portafolio,10452
649,NAmes,6,5,1980,40,1,1,1,4,1,TA,7,Typ,Unf,2,442,TA,TA,Y,0,124,216,0,0,0,6,WD,155000,In portafolio,7700
650,MeadowV,4,6,2006,14,5,1,0,1,1,TA,3,Typ,NA,0,0,NA,NA,Y,0,0,0,0,0,0,12,WD,84500,Sold,1936
651,Somerst,7,6,1995,25,1,2,1,3,1,Gd,7,Typ,RFn,2,562,TA,TA,Y,0,0,0,0,0,0,5,WD,205950,In portafolio,8125
652,Edwards,4,5,1994,26,5,1,0,4,1,TA,7,Typ,Unf,1,296,Fa,Po,P,120,0,0,0,0,0,10,WD,108000,In portafolio,9084
653,CollgCr,7,5,1997,23,1,2,1,2,1,Gd,7,Typ,RFn,2,512,TA,TA,Y,0,120,0,0,0,0,7,WD,191000,Sold,8750
654,IDOTRR,6,7,2005,15,3,1,0,3,1,TA,7,Typ,Unf,1,216,TA,TA,Y,57,0,239,0,0,0,6,WD,135000,Sold,10320
655,NoRidge,8,6,2000,20,1,2,1,2,1,Gd,7,Typ,Fin,3,839,TA,TA,Y,236,46,0,0,0,0,8,WD,350000,Sold,10437
656,BrDale,6,5,1984,36,4,1,1,3,1,TA,6,Typ,Unf,1,264,TA,TA,Y,0,0,0,0,0,0,3,WD,88000,Sold,1680
657,NAmes,5,7,1993,27,1,1,1,3,1,Gd,5,Typ,RFn,1,312,TA,TA,Y,0,0,0,0,0,0,8,WD,145500,Sold,10007
658,Crawfor,7,6,1991,29,2,1,1,3,1,TA,6,Typ,RFn,1,270,TA,TA,P,0,0,112,0,0,0,2,WD,149000,In portafolio,7200
659,NAmes,6,5,1994,26,3,1,0,3,1,TA,6,Typ,Unf,1,330,TA,TA,Y,192,0,0,0,0,0,1,WD,97500,Sold,17503
660,Edwards,5,7,2020,0,5,1,0,3,1,TA,7,Typ,Fin,2,480,TA,TA,Y,0,0,0,0,0,0,3,WD,167000,In portafolio,9937
661,NWAmes,7,7,2018,2,4,2,1,3,1,TA,7,Typ,RFn,2,550,TA,TA,Y,0,113,252,0,0,0,11,WD,197900,Sold,12384
662,NoRidge,8,7,2012,8,5,2,1,4,1,Gd,8,Typ,RFn,3,711,TA,TA,Y,517,76,0,0,0,0,7,WD,402000,Sold,46589
663,NAmes,6,3,2002,18,1,1,0,2,1,TA,5,Maj2,RFn,2,576,TA,TA,Y,0,0,240,0,0,0,7,WD,110000,In portafolio,13560
664,Edwards,4,5,1991,29,1,2,0,3,1,TA,6,Typ,RFn,2,588,TA,TA,Y,0,0,180,0,0,0,4,WD,137500,Sold,10012
665,Somerst,8,5,2002,18,5,1,1,1,1,Ex,8,Typ,Fin,3,1134,TA,TA,Y,192,267,0,0,0,0,1,New,423000,In portafolio,20896
666,Gilbert,8,5,1990,30,5,2,1,3,1,Gd,7,Typ,RFn,2,504,TA,TA,Y,188,124,0,0,0,0,11,WD,230500,In portafolio,11194
667,NAmes,6,5,2011,9,5,2,1,3,1,TA,7,Sev,Unf,2,596,TA,TA,Y,0,265,0,0,0,0,8,WD,129000,Sold,18450
668,SawyerW,6,5,2014,6,3,2,0,3,1,Gd,7,Typ,RFn,2,575,TA,TA,Y,224,42,0,0,0,0,10,WD,193500,Sold,8125
669,Sawyer,5,6,2019,1,1,1,1,3,1,TA,6,Min2,Unf,2,576,TA,TA,Y,304,0,0,0,0,0,11,WD,168000,Sold,14175
670,Crawfor,4,5,2009,11,1,1,0,2,1,Fa,5,Typ,Unf,1,252,TA,Fa,Y,0,0,67,0,0,0,7,WD,137500,Sold,11600
671,CollgCr,6,5,2016,4,5,2,1,3,1,Gd,7,Typ,Fin,2,540,TA,TA,Y,100,35,0,0,0,0,2,WD,173500,Sold,8633
672,Edwards,6,6,1992,28,4,2,0,3,1,TA,6,Typ,Unf,1,300,TA,TA,Y,147,0,0,0,0,0,7,WD,103600,Sold,6629
673,Veenker,6,6,1996,24,5,1,1,3,1,TA,6,Typ,RFn,2,546,TA,TA,Y,198,42,0,0,0,0,6,WD,165000,Sold,11250
674,Crawfor,6,7,2017,3,4,2,0,3,1,Gd,7,Typ,Fin,2,416,TA,TA,Y,0,87,0,0,200,0,6,WD,257500,Sold,14442
675,NAmes,6,6,1998,22,3,1,0,3,1,TA,5,Typ,RFn,1,384,TA,TA,Y,426,0,0,0,0,0,7,WD,140000,Sold,9200
676,NPkVill,6,6,1995,25,4,2,1,3,1,TA,7,Typ,Unf,2,440,TA,TA,Y,28,0,0,0,0,0,4,WD,148500,Sold,2289
677,OldTown,4,2,1997,23,5,2,0,4,2,TA,8,Min2,Unf,3,779,Fa,Fa,N,0,0,90,0,0,0,5,WD,87000,In portafolio,9600
